Date,Daily New Connecting Account,Daily Peak Concurrent User,Daily Unique Visitor,Daily Unique Purchaser,Daily Revenue (USD),ARPPU (USD),ARPU (USD),Daily Revenue (BRL),Exchange Rate
"Tuesday, June 10, 2014",341,14641,4596,233,3215.09,13.8,0.7,7169,2.2298
"Monday, June 09, 2014",286,14442,4698,229,2266.11,9.9,0.48,5077,2.2404
"Sunday, June 08, 2014",325,15004,4732,285,2226.31,7.81,0.47,5023,2.2562
"Saturday, June 07, 2014",417,14794,4620,263,3604.29,13.7,0.78,8132,2.2562
"Friday, June 06, 2014",381,14433,4647,199,3701.36,18.6,0.8,8351,2.2562
"Thursday, June 05, 2014",328,14289,4612,218,2826.07,12.96,0.61,6431,2.2756
"Wednesday, June 04, 2014",299,14284,4764,236,2889.92,12.25,0.61,6587,2.2793
"Tuesday, June 03, 2014",365,14306,4495,215,4263.64,19.83,0.95,9658,2.2652
"Monday, June 02, 2014",275,14293,4667,234,2580.23,11.03,0.55,5797,2.2467
"Sunday, June 01, 2014",315,15051,4763,249,2180.53,8.76,0.46,4858,2.2279
"Saturday, May 31, 2014",365,15186,4694,257,4603.89,17.91,0.98,10257,2.2279
"Friday, May 30, 2014",336,14533,4607,235,4153.69,17.68,0.9,9254,2.2279
"Thursday, May 29, 2014",343,14409,4603,214,4285.39,20.03,0.93,9559,2.2306
"Wednesday, May 28, 2014",283,14131,4718,169,1887.02,11.17,0.4,4239,2.2464
"Tuesday, May 27, 2014",312,15041,4819,218,2777.16,12.74,0.58,6195,2.2307
"Monday, May 26, 2014",332,14946,4886,246,2400.4,9.76,0.49,5332,2.2213
"Sunday, May 25, 2014",390,15617,5061,310,2284.7,7.37,0.45,5067,2.2178
"Saturday, May 24, 2014",433,15789,4840,316,3923.26,12.42,0.81,8701,2.2178
"Friday, May 23, 2014",433,14245,4637,224,4749.3,21.2,1.02,10533,2.2178
"Thursday, May 22, 2014",367,14158,4530,211,3654.8,17.32,0.81,8091,2.2138
"Wednesday, May 21, 2014",316,13650,4701,188,2446.38,13.01,0.52,5418,2.2147
"Tuesday, May 20, 2014",350,14218,4788,193,2657.16,13.77,0.55,5888,2.2159
"Monday, May 19, 2014",309,14218,4855,269,1853.62,6.89,0.38,4108,2.2162
"Sunday, May 18, 2014",382,15001,4945,292,2215.96,7.59,0.45,4911,2.2162
"Saturday, May 17, 2014",455,15104,4888,330,3343.56,10.13,0.68,7410,2.2162
"Friday, May 16, 2014",392,14461,4774,264,3644.08,13.8,0.76,8076,2.2162
"Thursday, May 15, 2014",343,14620,4822,273,2819.34,10.33,0.58,6233,2.2108
"Wednesday, May 14, 2014",431,15297,4753,320,3211.27,10.04,0.68,7121,2.2175
"Tuesday, May 13, 2014",464,15277,4924,316,3689.91,11.68,0.75,8175,2.2155
"Monday, May 12, 2014",361,15784,4743,356,2431.93,6.83,0.51,5386,2.2147
"Sunday, May 11, 2014",405,14846,5357,482,2275.03,4.72,0.42,5036,2.2136
"Saturday, May 10, 2014",462,14852,5053,616,3837.64,6.23,0.76,8495,2.2136
"Friday, May 09, 2014",438,14262,4830,750,3429.26,4.57,0.71,7591,2.2136
"Thursday, May 08, 2014",427,13469,4741,307,3494.83,11.38,0.74,7740,2.2147
"Wednesday, May 07, 2014",386,13298,5038,163,2699.57,16.56,0.54,6016,2.2285
"Tuesday, May 06, 2014",454,13629,5270,221,3240.22,14.66,0.61,7250,2.2375
"Monday, May 05, 2014",352,14024,5403,249,2251.55,9.04,0.42,5016,2.2278
"Sunday, May 04, 2014",447,15001,5811,340,2420.69,7.12,0.42,5395,2.2287
"Saturday, May 03, 2014",475,14952,5585,338,3429.35,10.15,0.61,7643,2.2287
"Friday, May 02, 2014",432,15067,5603,314,2536.46,8.08,0.45,5653,2.2287
"Thursday, May 01, 2014",516,15808,5280,345,2995.75,8.68,0.57,6759,2.2562
"Wednesday, April 30, 2014",421,15385,4768,256,3633.1,14.19,0.76,8197,2.2562
"Tuesday, April 29, 2014",423,14382,5679,246,3337.24,13.57,0.59,7406,2.2192
"Monday, April 28, 2014",356,14311,5571,324,2001.34,6.18,0.36,4481,2.239
"Sunday, April 27, 2014",448,15416,5861,321,2444.05,7.61,0.42,5449,2.2295
"Saturday, April 26, 2014",522,15314,5707,312,3314.2,10.62,0.58,7389,2.2295
"Friday, April 25, 2014",435,14810,5283,265,3976.23,15.0,0.75,8865,2.2295
"Thursday, April 24, 2014",401,15082,5478,257,3143.48,12.23,0.57,6965,2.2157
"Wednesday, April 23, 2014",410,15883,5364,285,3674.29,12.89,0.68,8244,2.2437
"Tuesday, April 22, 2014",395,16139,5986,322,3055.17,9.49,0.51,6850,2.2421
"Monday, April 21, 2014",436,16978,6301,383,3038.43,7.93,0.48,6807,2.2403
"Sunday, April 20, 2014",421,15589,5875,350,2799.63,8.0,0.48,6272,2.2403
"Saturday, April 19, 2014",531,15765,5965,379,4293.18,11.33,0.72,9618,2.2403
"Friday, April 18, 2014",626,16351,5982,439,6196.94,14.12,1.04,13883,2.2403
"Thursday, April 17, 2014",506,16515,5673,434,4548.94,10.48,0.8,10191,2.2403
"Wednesday, April 16, 2014",403,15420,5754,334,2942.89,8.81,0.51,6555,2.2274
"Tuesday, April 15, 2014",458,16361,5603,339,3478.63,10.26,0.62,7717,2.2184
"Monday, April 14, 2014",353,16340,5739,362,2559.89,7.07,0.45,5674,2.2165
"Sunday, April 13, 2014",444,16717,6129,492,2716.33,5.52,0.44,6005,2.2107
"Saturday, April 12, 2014",489,16978,5828,564,3374.95,5.98,0.58,7461,2.2107
"Friday, April 11, 2014",412,16299,5431,495,3720.09,7.52,0.68,8224,2.2107
"Thursday, April 10, 2014",395,16040,5149,812,3840.02,4.73,0.75,8430,2.1953
"Wednesday, April 09, 2014",281,14170,4218,251,1933.79,7.7,0.46,4270,2.2081
"Tuesday, April 08, 2014",354,13344,4197,268,3491.66,13.03,0.83,7682,2.2001
"Monday, April 07, 2014",256,12860,4257,258,1660.07,6.43,0.39,3731,2.2475
"Sunday, April 06, 2014",312,13608,4377,280,1757.34,6.28,0.4,3986,2.2682
"Saturday, April 05, 2014",376,13610,4202,260,3050.44,11.73,0.73,6919,2.2682
"Friday, April 04, 2014",363,13327,4160,242,3649.15,15.08,0.88,8277,2.2682
"Thursday, April 03, 2014",332,13252,4212,262,2459.38,9.39,0.58,5600,2.277
"Wednesday, April 02, 2014",299,12490,4313,164,2538.23,15.48,0.59,5743,2.2626
"Tuesday, April 01, 2014",342,12942,4241,204,3341.69,16.38,0.79,7594,2.2725
"Monday, March 31, 2014",229,13060,4349,222,1549.62,6.98,0.36,3515,2.2683
"Sunday, March 30, 2014",327,13832,4550,288,2182.36,7.58,0.48,4952,2.2691
"Saturday, March 29, 2014",344,13863,4236,257,2932.88,11.41,0.69,6655,2.2691
"Friday, March 28, 2014",315,13123,4318,241,2528.32,10.49,0.59,5737,2.2691
"Thursday, March 27, 2014",296,13250,4377,248,2263.02,9.13,0.52,5190,2.2934
"Wednesday, March 26, 2014",315,13427,4288,202,2367.34,11.72,0.55,5456,2.3047
"Tuesday, March 25, 2014",351,13468,4386,231,2985.78,12.93,0.68,6927,2.32
"Monday, March 24, 2014",255,13186,4288,228,1802.51,7.91,0.42,4182,2.3201
"Sunday, March 23, 2014",363,13907,4483,289,1969.39,6.81,0.44,4593,2.3322
"Saturday, March 22, 2014",405,13480,4325,277,2846.24,10.28,0.66,6638,2.3322
"Friday, March 21, 2014",339,12921,4219,245,2797.36,11.42,0.66,6524,2.3322
"Thursday, March 20, 2014",346,13158,4286,250,2573.83,10.3,0.6,6040,2.3467
"Wednesday, March 19, 2014",354,12817,4291,208,2665.5,12.81,0.62,6225,2.3354
"Tuesday, March 18, 2014",431,13261,4327,217,3069.24,14.14,0.71,7225,2.354
"Monday, March 17, 2014",334,13346,4314,295,2365.17,8.02,0.55,5565,2.3529
"Sunday, March 16, 2014",399,13731,4569,259,2100.17,8.11,0.46,4969,2.366
"Saturday, March 15, 2014",449,13849,4309,272,3788.67,13.93,0.88,8964,2.366
"Friday, March 14, 2014",393,13311,4205,257,2614.54,10.17,0.62,6186,2.366
"Thursday, March 13, 2014",454,13183,4297,215,3244.88,15.09,0.76,7606,2.344
"Wednesday, March 12, 2014",645,13259,4311,271,3104.03,11.45,0.72,7328,2.3608
"Tuesday, March 11, 2014",732,12845,4183,258,3386.05,13.12,0.81,7943,2.3458
"Monday, March 10, 2014",630,13173,4201,232,2259.31,9.74,0.54,5266,2.3308
"Sunday, March 09, 2014",870,13916,4608,306,2308.45,7.54,0.5,5381,2.331
"Saturday, March 08, 2014",1038,13676,4345,320,3628.91,11.34,0.84,8459,2.331
"Friday, March 07, 2014",1116,13067,4321,249,4118.4,16.54,0.95,9600,2.331
"Thursday, March 06, 2014",1586,13325,4155,246,4622.02,18.79,1.11,10712,2.3176
"Wednesday, March 05, 2014",1587,13420,4454,300,3122.09,10.41,0.7,7311,2.3417
"Tuesday, March 04, 2014",323,13394,4296,320,2133.82,6.67,0.5,4975,2.3315
"Monday, March 03, 2014",323,12831,4216,291,2091.46,7.19,0.5,4880,2.3333
"Sunday, March 02, 2014",313,12297,3940,257,2048.34,7.97,0.52,4763,2.3253
"Saturday, March 01, 2014",394,12736,3914,271,3386.23,12.5,0.87,7874,2.3253
"Friday, February 28, 2014",322,12583,3865,236,2704.17,11.46,0.7,6288,2.3253
"Thursday, February 27, 2014",341,12994,4000,238,2717.72,11.42,0.68,6388,2.3505
"Wednesday, February 26, 2014",324,12696,3915,255,2765.82,10.85,0.71,6477,2.3418
"Tuesday, February 25, 2014",371,12790,4036,210,3301.07,15.72,0.82,7708,2.335
"Monday, February 24, 2014",286,12908,4060,226,1912.42,8.46,0.47,4481,2.3431
"Sunday, February 23, 2014",336,13446,4189,286,2184.96,7.64,0.52,5193,2.3767
"Saturday, February 22, 2014",464,13232,4040,288,3976.52,13.81,0.98,9451,2.3767
"Friday, February 21, 2014",442,12637,3805,252,4021.54,15.96,1.06,9558,2.3767
"Thursday, February 20, 2014",331,12254,3902,238,3304.86,13.89,0.85,7894,2.3886
"Wednesday, February 19, 2014",242,12032,3835,235,1605.64,6.83,0.42,3863,2.4059
"Tuesday, February 18, 2014",288,12491,3921,217,2615.24,12.05,0.67,6269,2.3971
"Monday, February 17, 2014",261,12641,4076,246,1436.34,5.84,0.35,3434,2.3908
"Sunday, February 16, 2014",352,13152,4129,324,2259.56,6.97,0.55,5413,2.3956
"Saturday, February 15, 2014",382,12958,3949,353,2383.95,6.75,0.6,5711,2.3956
"Friday, February 14, 2014",332,11841,3565,229,2805.14,12.25,0.79,6720,2.3956
"Thursday, February 13, 2014",332,12370,3761,234,2307.38,9.86,0.61,5600,2.427
"Wednesday, February 12, 2014",291,12150,3380,191,2105.18,11.02,0.62,5072,2.4093
"Tuesday, February 11, 2014",385,12575,3586,261,3227.87,12.37,0.9,7764,2.4053
"Monday, February 10, 2014",307,12667,3712,199,1884.89,9.47,0.51,4513,2.3943
"Sunday, February 09, 2014",359,12926,3978,260,2153.36,8.28,0.54,5139,2.3865
"Saturday, February 08, 2014",468,12656,3611,260,3171.17,12.2,0.88,7568,2.3865
"Friday, February 07, 2014",525,12133,3675,194,4012.15,20.68,1.09,9575,2.3865
"Thursday, February 06, 2014",340,11922,3641,204,3267.73,16.02,0.9,7853,2.4032
"Wednesday, February 05, 2014",218,12308,3632,229,1894.13,8.27,0.52,4573,2.4143
"Tuesday, February 04, 2014",234,12592,3740,219,2086.65,9.53,0.56,5038,2.4144
"Monday, February 03, 2014",188,12649,3832,263,1501.6,5.71,0.39,3613,2.4061
"Sunday, February 02, 2014",214,12814,3788,270,1096.38,4.06,0.29,2663,2.4289
"Saturday, February 01, 2014",245,12733,3720,270,2300.63,8.52,0.62,5588,2.4289
"Friday, January 31, 2014",205,12841,3649,272,1900.04,6.99,0.52,4615,2.4289
"Thursday, January 30, 2014",214,12712,3931,244,1471.7,6.03,0.37,3573,2.4278
"Wednesday, January 29, 2014",223,12897,3913,213,1673.3,7.86,0.43,4079,2.4377
"Tuesday, January 28, 2014",251,12881,4013,221,2008.79,9.09,0.5,4847,2.4129
"Monday, January 27, 2014",198,13101,4125,267,1429.35,5.35,0.35,3427,2.3976
"Sunday, January 26, 2014",238,13313,4015,354,1271.1,3.59,0.32,3065,2.4113
"Saturday, January 25, 2014",255,13124,3886,319,2068.59,6.48,0.53,4988,2.4113
"Friday, January 24, 2014",269,12694,3717,306,2122.92,6.94,0.57,5119,2.4113
"Thursday, January 23, 2014",234,13152,3574,278,1965.65,7.07,0.55,4669,2.3753
"Wednesday, January 22, 2014",253,12812,3904,250,2228.33,8.91,0.57,5268,2.3641
"Tuesday, January 21, 2014",266,13095,4160,256,2569.69,10.04,0.62,6075,2.3641
"Monday, January 20, 2014",232,13154,4199,275,1768.79,6.43,0.42,4125,2.3321
"Sunday, January 19, 2014",226,12982,3978,248,1468.44,5.92,0.37,3473,2.3651
"Saturday, January 18, 2014",315,12767,3930,268,2831.17,10.56,0.72,6696,2.3651
"Friday, January 17, 2014",224,12934,3966,246,1955.52,7.95,0.49,4625,2.3651
"Thursday, January 16, 2014",271,13048,4022,263,2372.32,9.02,0.59,5630,2.3732
"Wednesday, January 15, 2014",302,13176,4337,230,2299.95,10.0,0.53,5395,2.3457
"Tuesday, January 14, 2014",304,13336,4415,237,2713.15,11.45,0.61,6409,2.3622
"Monday, January 13, 2014",252,13172,4570,278,1880.39,6.76,0.41,4424,2.3527
"Sunday, January 12, 2014",276,12970,4281,290,2025.66,6.99,0.47,4847,2.3928
"Saturday, January 11, 2014",303,12875,4189,255,2356.65,9.24,0.56,5639,2.3928
"Friday, January 10, 2014",293,12935,4095,246,2737.8,11.13,0.67,6551,2.3928
"Thursday, January 09, 2014",277,12478,4201,246,2287.74,9.3,0.54,5486,2.398
"Wednesday, January 08, 2014",272,13507,4445,284,2335.9,8.22,0.53,5541,2.3721
"Tuesday, January 07, 2014",290,13721,4983,298,2594.88,8.71,0.52,6133,2.3635
"Monday, January 06, 2014",253,13648,4931,321,1946.26,6.06,0.39,4636,2.382
"Sunday, January 05, 2014",231,13675,4876,311,1549.87,4.98,0.32,3680,2.3744
"Saturday, January 04, 2014",290,13313,4601,324,2271.31,7.01,0.49,5393,2.3744
"Friday, January 03, 2014",309,13184,4549,308,3094.68,10.05,0.68,7348,2.3744
"Thursday, January 02, 2014",244,13046,4641,332,2170.47,6.54,0.47,5205,2.3981
"Wednesday, January 01, 2014",247,11572,4263,265,2200.58,8.3,0.52,5198,2.3621
