Date,Daily New Connecting Account,Daily Peak Concurrent User,Daily Unique Visitor,Daily Unique Purchaser,Daily Revenue (USD),ARPPU (USD),ARPU (USD),Daily Revenue (BRL),Exchange Rate
"Tuesday, April 25, 2017",464,9586,3477,61,5241.27,85.92,1.51,16521,3.1521
"Monday, April 24, 2017",373,9549,3568,57,3482.87,61.1,0.98,10885,3.1253
"Sunday, April 23, 2017",387,9847,3516,73,2626.65,35.98,0.75,8270,3.1485
"Saturday, April 22, 2017",401,9766,3434,71,3447.67,48.56,1.0,10855,3.1485
"Friday, April 21, 2017",473,10015,3577,76,6029.22,79.33,1.69,18983,3.1485
"Thursday, April 20, 2017",385,9693,3439,54,4379.08,81.09,1.27,13763,3.1429
"Wednesday, April 19, 2017",294,8801,3298,38,3763.5,99.04,1.14,11709,3.1112
"Tuesday, April 18, 2017",433,9611,3416,95,4822.85,50.77,1.41,14987,3.1075
"Monday, April 17, 2017",325,9759,3859,59,3635.52,61.62,0.94,11381,3.1305
"Sunday, April 16, 2017",341,10163,3873,72,2766.97,38.43,0.71,8662,3.1305
"Saturday, April 15, 2017",374,10001,3866,91,3460.47,38.03,0.9,10833,3.1305
"Friday, April 14, 2017",569,10440,4001,91,5405.21,59.4,1.35,16921,3.1305
"Thursday, April 13, 2017",569,10001,3331,79,7159.56,90.63,2.15,22413,3.1305
"Wednesday, April 12, 2017",412,9706,3289,40,4258.49,106.46,1.29,13384,3.1429
"Tuesday, April 11, 2017",417,9510,3365,58,5927.12,102.19,1.76,18559,3.1312
"Monday, April 10, 2017",376,9510,3409,44,3620.3,82.28,1.06,11354,3.1362
"Sunday, April 09, 2017",423,9746,3402,61,4825.81,79.11,1.42,15140,3.1373
"Saturday, April 08, 2017",339,9764,3268,68,4126.8,60.69,1.26,12947,3.1373
"Friday, April 07, 2017",445,10335,3388,56,4404.74,78.66,1.3,13819,3.1373
"Thursday, April 06, 2017",734,10711,3357,61,5933.18,97.27,1.77,18486,3.1157
"Wednesday, April 05, 2017",221,9077,2967,59,3534.65,59.91,1.19,10915,3.088
"Tuesday, April 04, 2017",258,9727,3243,63,3985.14,63.26,1.23,12495,3.1354
"Monday, April 03, 2017",228,9735,3299,58,3399.58,58.61,1.03,10623,3.1248
"Sunday, April 02, 2017",262,9602,3311,71,3011.55,42.42,0.91,9521,3.1615
"Saturday, April 01, 2017",329,9678,3306,67,6244.5,93.2,1.89,19742,3.1615
"Friday, March 31, 2017",284,9523,3214,65,4826.51,74.25,1.5,15259,3.1615
"Thursday, March 30, 2017",247,9399,3371,66,3004.29,45.52,0.89,9389,3.1252
"Wednesday, March 29, 2017",256,9685,3390,54,3361.75,62.25,0.99,10530,3.1323
"Tuesday, March 28, 2017",276,9732,3325,53,3802.06,71.74,1.14,11886,3.1262
"Monday, March 27, 2017",238,9690,3465,50,2451.13,49.02,0.71,7649,3.1206
"Sunday, March 26, 2017",261,9523,3286,75,2275.01,30.33,0.69,7126,3.1323
"Saturday, March 25, 2017",285,9560,3249,69,3259.27,47.24,1.0,10209,3.1323
"Friday, March 24, 2017",256,9362,3211,68,2479.97,36.47,0.77,7768,3.1323
"Thursday, March 23, 2017",299,9556,3299,66,3746.27,56.76,1.14,11673,3.1159
"Wednesday, March 22, 2017",207,8807,3198,52,3005.74,57.8,0.94,9313,3.0984
"Tuesday, March 21, 2017",302,9464,3368,59,4174.92,70.76,1.24,12822,3.0712
"Monday, March 20, 2017",284,9762,3342,66,3557.39,53.9,1.06,11056,3.1079
"Sunday, March 19, 2017",297,9880,3291,56,2818.73,50.33,0.86,8753,3.1053
"Saturday, March 18, 2017",282,9651,3201,79,3738.13,47.32,1.17,11608,3.1053
"Friday, March 17, 2017",[],[],[],[],3472.77,[],[],10784,3.1053
"Thursday, March 16, 2017",313,9693,3219,67,4515.71,67.4,1.4,13996,3.0994
"Wednesday, March 15, 2017",274,9570,3197,49,2943.52,60.07,0.92,9298,3.1588
"Tuesday, March 14, 2017",307,9629,3223,199,4315.28,21.68,1.34,13635,3.1597
"Monday, March 13, 2017",249,9755,3303,168,2784.67,16.58,0.84,8777,3.1519
"Sunday, March 12, 2017",[],[],[],[],2577.98,[],[],8190,3.1769
"Saturday, March 11, 2017",305,9895,3135,66,3773.49,57.17,1.2,11988,3.1769
"Friday, March 10, 2017",335,9829,3063,96,4233.06,44.09,1.38,13448,3.1769
"Thursday, March 09, 2017",300,9082,2699,54,4376.46,81.05,1.62,13869,3.169
"Wednesday, March 08, 2017",212,9191,3010,125,2429.23,19.43,0.81,7629,3.1405
"Tuesday, March 07, 2017",273,9797,3144,143,4619.92,32.31,1.47,14404,3.1178
"Monday, March 06, 2017",228,9643,3188,70,2378.21,33.97,0.75,7386,3.1057
"Sunday, March 05, 2017",254,10178,3314,68,2280.99,33.54,0.69,7142,3.1311
"Saturday, March 04, 2017",303,9851,3176,85,4138.16,48.68,1.3,12957,3.1311
"Friday, March 03, 2017",303,9837,3056,73,4413.78,60.46,1.44,13820,3.1311
"Thursday, March 02, 2017",313,9969,3341,252,4828.4,19.16,1.45,15011,3.1089
"Wednesday, March 01, 2017",238,10170,3478,77,2423.66,31.48,0.7,7540,3.111
"Tuesday, February 28, 2017",280,9744,3508,43,3468.45,80.66,0.99,10739,3.0962
"Monday, February 27, 2017",250,9548,3530,148,2603.65,17.59,0.74,8095,3.1091
"Sunday, February 26, 2017",245,9133,3332,74,2732.69,36.93,0.82,8441,3.0889
"Saturday, February 25, 2017",294,9451,3337,194,4536.89,23.39,1.36,14014,3.0889
"Friday, February 24, 2017",306,9489,3232,80,4289.88,53.62,1.33,13251,3.0889
"Thursday, February 23, 2017",346,9709,3463,68,4755.18,69.93,1.37,14577,3.0655
"Wednesday, February 22, 2017",279,9410,3585,62,3917.96,63.19,1.09,12083,3.084
"Tuesday, February 21, 2017",345,9829,3720,68,4774.55,70.21,1.28,14782,3.096
"Monday, February 20, 2017",256,9585,3172,74,3749.35,50.67,1.18,11614,3.0976
"Sunday, February 19, 2017",277,9681,3139,72,2797.08,38.85,0.89,8648,3.0918
"Saturday, February 18, 2017",349,9659,2973,62,3335.27,53.79,1.12,10312,3.0918
"Friday, February 17, 2017",324,9676,3052,69,4886.47,70.82,1.6,15108,3.0918
"Thursday, February 16, 2017",241,9643,3036,57,2795.62,49.05,0.92,8504,3.0419
"Wednesday, February 15, 2017",300,9509,2850,60,3470.91,57.85,1.22,10689,3.0796
"Tuesday, February 14, 2017",358,9568,3105,78,4302.65,55.16,1.39,13318,3.0953
"Monday, February 13, 2017",278,9615,3311,121,3493.93,28.88,1.06,10900,3.1197
"Sunday, February 12, 2017",267,9924,3118,77,2454.6,31.88,0.79,7637,3.1113
"Saturday, February 11, 2017",295,9833,3097,92,3437.15,37.36,1.11,10694,3.1113
"Friday, February 10, 2017",312,9975,3064,78,4062.61,52.08,1.33,12640,3.1113
"Thursday, February 09, 2017",305,9421,3300,57,4682.41,82.15,1.42,14596,3.1172
"Wednesday, February 08, 2017",281,9282,3051,57,3232.75,56.71,1.06,10103,3.1252
"Tuesday, February 07, 2017",325,9949,3205,51,4675.22,91.67,1.46,14618,3.1267
"Monday, February 06, 2017",279,9992,3372,8,3532.88,441.61,1.05,11018,3.1187
"Sunday, February 05, 2017",234,10216,3268,61,2281.93,37.41,0.7,7147,3.132
"Saturday, February 04, 2017",291,10162,3155,77,3959.77,51.43,1.26,12402,3.132
"Friday, February 03, 2017",281,10093,3197,64,3450.83,53.92,1.08,10808,3.132
"Thursday, February 02, 2017",289,10192,3283,65,4285.07,65.92,1.31,13345,3.1143
"Wednesday, February 01, 2017",294,10122,3280,60,4335.93,72.27,1.32,13630,3.1435
"Tuesday, January 31, 2017",262,10148,3298,58,3383.47,58.34,1.03,10550,3.1181
"Monday, January 30, 2017",257,10293,3380,89,3157.96,35.48,0.93,9898,3.1343
"Sunday, January 29, 2017",244,9903,3064,66,2285.89,34.63,0.75,7241,3.1677
"Saturday, January 28, 2017",252,9908,2979,69,3404.99,49.35,1.14,10786,3.1677
"Friday, January 27, 2017",258,9916,3134,64,3544.84,55.39,1.13,11229,3.1677
"Thursday, January 26, 2017",286,10128,3233,58,3631.17,62.61,1.12,11570,3.1863
"Wednesday, January 25, 2017",314,10621,3255,48,4536.62,94.51,1.39,14382,3.1702
"Tuesday, January 24, 2017",252,9888,3442,84,3598.66,42.84,1.05,11384,3.1634
"Monday, January 23, 2017",249,10530,3609,75,2915.57,38.87,0.81,9217,3.1613
"Sunday, January 22, 2017",268,10331,3343,80,2798.45,34.98,0.84,8943,3.1957
"Saturday, January 21, 2017",333,10150,3213,84,4601.81,54.78,1.43,14706,3.1957
"Friday, January 20, 2017",369,10381,3271,67,4486.03,66.96,1.37,14336,3.1957
"Thursday, January 19, 2017",280,10500,3319,112,4007.79,35.78,1.21,12857,3.208
"Wednesday, January 18, 2017",291,10411,3297,89,3121.61,35.07,0.95,10060,3.2227
"Tuesday, January 17, 2017",300,10344,3099,98,3588.09,36.61,1.16,11521,3.2109
"Monday, January 16, 2017",293,10535,3317,90,3266.7,36.3,0.98,10524,3.2216
"Sunday, January 15, 2017",292,10663,3267,87,3035.68,34.89,0.93,9709,3.1983
"Saturday, January 14, 2017",315,9953,3095,124,3759.18,30.32,1.21,12023,3.1983
"Friday, January 13, 2017",297,9861,2986,79,3383.36,42.83,1.13,10821,3.1983
"Thursday, January 12, 2017",309,9675,3164,287,3895.93,13.57,1.23,12301,3.1574
"Wednesday, January 11, 2017",326,9248,2894,71,4174.65,58.8,1.44,13429,3.2168
"Tuesday, January 10, 2017",342,10302,3482,87,4923.59,56.59,1.41,15722,3.1932
"Monday, January 09, 2017",290,10742,3629,83,3200.3,38.56,0.88,10280,3.2122
"Sunday, January 08, 2017",302,10521,3416,68,3085.04,45.37,0.9,9878,3.2019
"Saturday, January 07, 2017",328,11077,3286,92,4277.15,46.49,1.3,13695,3.2019
"Friday, January 06, 2017",287,11343,3450,79,3770.26,47.72,1.09,12072,3.2019
"Thursday, January 05, 2017",296,12204,3575,79,3336.55,42.23,0.93,10721,3.2132
"Wednesday, January 04, 2017",349,10549,3699,84,4390.0,52.26,1.19,14210,3.2369
"Tuesday, January 03, 2017",339,10611,3919,67,5092.32,76.0,1.3,16631,3.2659
"Monday, January 02, 2017",269,10347,3929,88,3536.13,40.18,0.9,11578,3.2742
"Sunday, January 01, 2017",197,9046,3421,48,1958.27,40.8,0.57,6373,3.2544
"Saturday, December 31, 2016",258,9280,3431,57,2697.27,47.32,0.79,8778,3.2544
"Friday, December 30, 2016",331,10272,3609,68,4271.14,62.81,1.18,13900,3.2544
"Thursday, December 29, 2016",306,10416,3899,84,4394.99,52.32,1.13,14347,3.2644
"Wednesday, December 28, 2016",328,10637,3941,85,3880.6,45.65,0.98,12695,3.2714
"Tuesday, December 27, 2016",356,10747,3955,104,5305.67,51.02,1.34,17401,3.2797
"Monday, December 26, 2016",328,10696,3950,97,4059.9,41.85,1.03,13271,3.2688
"Sunday, December 25, 2016",280,9552,3587,91,3712.98,40.8,1.04,12137,3.2688
"Saturday, December 24, 2016",326,9868,3700,71,3961.09,55.79,1.07,12948,3.2688
"Friday, December 23, 2016",387,10369,3349,103,5703.01,55.37,1.7,18642,3.2688
"Thursday, December 22, 2016",255,10675,3469,78,4385.12,56.22,1.26,14595,3.3283
"Wednesday, December 21, 2016",242,10388,3594,82,2815.82,34.34,0.78,9384,3.3326
"Tuesday, December 20, 2016",300,10618,3534,68,4137.41,60.84,1.17,13893,3.3579
"Monday, December 19, 2016",232,11395,3687,92,3148.43,34.22,0.85,10631,3.3766
"Sunday, December 18, 2016",244,10876,3560,86,3338.09,38.82,0.94,11218,3.3606
"Saturday, December 17, 2016",248,10595,3630,88,2953.64,33.56,0.81,9926,3.3606
"Friday, December 16, 2016",274,10512,3713,67,3784.15,56.48,1.02,12717,3.3606
"Thursday, December 15, 2016",291,10986,3827,65,3940.02,60.62,1.03,13348,3.3878
"Wednesday, December 14, 2016",314,11881,4027,66,4430.99,67.14,1.1,14671,3.311
"Tuesday, December 13, 2016",396,11372,3666,86,5038.15,58.58,1.37,16774,3.3294
"Monday, December 12, 2016",336,11243,3682,84,4263.06,50.75,1.16,14465,3.3931
"Sunday, December 11, 2016",317,11025,3765,86,2770.13,32.21,0.74,9396,3.3919
"Saturday, December 10, 2016",395,11060,3552,86,3400.45,39.54,0.96,11534,3.3919
"Friday, December 09, 2016",403,10827,3696,86,4956.51,57.63,1.34,16812,3.3919
"Thursday, December 08, 2016",352,10557,3802,58,3929.66,67.75,1.03,13364,3.4008
"Wednesday, December 07, 2016",379,10685,3693,72,3573.59,49.63,0.97,12142,3.3977
"Tuesday, December 06, 2016",394,10642,3791,76,4052.68,53.32,1.07,13908,3.4318
"Monday, December 05, 2016",342,11267,3969,83,2977.99,35.88,0.75,10308,3.4614
"Sunday, December 04, 2016",451,11189,3681,86,3906.06,45.42,1.06,13547,3.4682
"Saturday, December 03, 2016",431,11078,3681,105,4580.47,43.62,1.24,15886,3.4682
"Friday, December 02, 2016",503,11178,3649,77,5008.07,65.04,1.37,17369,3.4682
"Thursday, December 01, 2016",416,11044,3804,83,5493.35,66.18,1.44,18918,3.4438
"Wednesday, November 30, 2016",367,11246,3774,96,3853.24,40.14,1.02,13086,3.3961
"Tuesday, November 29, 2016",456,12099,3901,83,4815.55,58.02,1.23,16396,3.4048
"Monday, November 28, 2016",424,11126,3883,109,5133.42,47.1,1.32,17410,3.3915
"Sunday, November 27, 2016",403,11339,3890,103,3840.8,37.29,0.99,13197,3.436
"Saturday, November 26, 2016",447,11367,3751,103,5017.75,48.72,1.34,17241,3.436
"Friday, November 25, 2016",429,11391,3713,99,5531.43,55.87,1.49,19006,3.436
"Thursday, November 24, 2016",459,11151,3857,114,4590.96,40.27,1.19,15629,3.4043
"Wednesday, November 23, 2016",428,11378,3961,111,5599.87,50.45,1.41,18941,3.3824
"Tuesday, November 22, 2016",365,10628,3847,76,4888.44,64.32,1.27,16344,3.3434
"Monday, November 21, 2016",319,11731,4149,94,3450.67,36.71,0.83,11577,3.355
"Sunday, November 20, 2016",318,11604,4243,140,2602.31,18.59,0.61,8826,3.3916
"Saturday, November 19, 2016",325,11643,4001,119,3638.4,30.57,0.91,12340,3.3916
"Friday, November 18, 2016",312,12155,3932,112,4269.67,38.12,1.09,14481,3.3916
"Thursday, November 17, 2016",344,13771,3973,100,3989.74,39.9,1.0,13607,3.4105
"Wednesday, November 16, 2016",283,11732,4146,90,3209.61,35.66,0.77,11034,3.4378
"Tuesday, November 15, 2016",361,13238,4324,154,4131.37,26.83,0.96,14202,3.4376
"Monday, November 14, 2016",263,11997,4216,146,3673.2,25.16,0.87,12663,3.4474
"Sunday, November 13, 2016",282,11985,4095,153,3188.76,20.84,0.78,10881,3.4123
"Saturday, November 12, 2016",321,11492,3758,133,4544.44,34.17,1.21,15507,3.4123
"Friday, November 11, 2016",317,12299,3725,144,5120.89,35.56,1.37,17474,3.4123
"Thursday, November 10, 2016",200,11119,3727,91,3369.94,37.03,0.9,11078,3.2873
"Wednesday, November 09, 2016",200,9148,2809,55,3099.14,56.35,1.1,10000,3.2267
"Tuesday, November 08, 2016",194,9503,2912,86,3050.75,35.47,1.05,9774,3.2038
"Monday, November 07, 2016",142,9216,2959,67,2434.3,36.33,0.82,7800,3.2042
"Sunday, November 06, 2016",165,9424,2925,84,2366.79,28.18,0.81,7680,3.2449
"Saturday, November 05, 2016",162,9338,2610,63,2747.39,43.61,1.05,8915,3.2449
"Friday, November 04, 2016",162,9326,2535,63,2677.43,42.5,1.06,8688,3.2449
"Thursday, November 03, 2016",153,9137,2748,80,2193.59,27.42,0.8,7082,3.2285
"Wednesday, November 02, 2016",213,10000,2922,53,2331.8,44.0,0.8,7559,3.2417
"Tuesday, November 01, 2016",262,9186,2735,69,4267.75,61.85,1.56,13641,3.1963
"Monday, October 31, 2016",192,9292,2800,87,2805.34,32.25,1.0,8928,3.1825
"Sunday, October 30, 2016",152,9442,2771,88,1910.66,21.71,0.69,6095,3.19
"Saturday, October 29, 2016",219,9235,2654,82,3362.07,41.0,1.27,10725,3.19
"Friday, October 28, 2016",215,9748,2677,67,3058.31,45.65,1.14,9756,3.19
"Thursday, October 27, 2016",[],[],[],[],2889.26,[],[],9059,3.1354
"Wednesday, October 26, 2016",[],[],[],[],1687.89,[],[],5263,3.1181
"Tuesday, October 25, 2016",264,9776,3086,64,3997.43,62.46,1.3,12454,3.1155
"Monday, October 24, 2016",264,9320,3182,52,3626.2,69.73,1.14,11387,3.1402
"Sunday, October 23, 2016",259,9651,2967,76,3112.38,40.95,1.05,9818,3.1545
"Saturday, October 22, 2016",334,9597,2919,89,4752.26,53.4,1.63,14991,3.1545
"Friday, October 21, 2016",281,9484,2938,70,3707.09,52.96,1.26,11694,3.1545
"Thursday, October 20, 2016",142,9527,2944,45,1702.39,37.83,0.58,5369,3.1538
"Wednesday, October 19, 2016",121,8979,2649,32,1929.48,60.3,0.73,6162,3.1936
"Tuesday, October 18, 2016",201,9376,2966,58,3081.65,53.13,1.04,9832,3.1905
"Monday, October 17, 2016",185,9607,3084,56,3045.45,54.38,0.99,9736,3.1969
"Sunday, October 16, 2016",190,9663,2964,82,2078.16,25.34,0.7,6610,3.1807
"Saturday, October 15, 2016",286,9486,2996,56,4937.59,88.17,1.65,15705,3.1807
"Friday, October 14, 2016",280,9567,3123,49,4241.2,86.56,1.36,13490,3.1807
"Thursday, October 13, 2016",266,9644,3139,20,4056.98,202.85,1.29,12988,3.2014
"Wednesday, October 12, 2016",253,10284,3255,57,3751.76,65.82,1.15,12003,3.1993
"Tuesday, October 11, 2016",222,9826,3112,57,3579.16,62.79,1.15,11512,3.2164
"Monday, October 10, 2016",166,9588,3352,46,2238.77,48.67,0.67,7199,3.2156
"Sunday, October 09, 2016",200,10010,3241,56,2680.43,47.86,0.83,8683,3.2394
"Saturday, October 08, 2016",236,9737,3130,53,3884.36,73.29,1.24,12583,3.2394
"Friday, October 07, 2016",242,9831,3129,51,4165.59,81.68,1.33,13494,3.2394
"Thursday, October 06, 2016",328,10262,3276,51,5442.38,106.71,1.66,17617,3.237
"Wednesday, October 05, 2016",128,8973,2834,45,1631.99,36.27,0.58,5295,3.2445
"Tuesday, October 04, 2016",163,9673,3206,47,2495.17,53.09,0.78,8007,3.209
"Monday, October 03, 2016",142,9638,3183,68,2024.13,29.77,0.64,6559,3.2404
"Sunday, October 02, 2016",114,9674,3035,56,1479.83,26.43,0.49,4801,3.2443
"Saturday, October 01, 2016",131,10879,3049,47,2239.93,47.66,0.73,7267,3.2443
"Friday, September 30, 2016",128,10863,3035,42,2362.3,56.25,0.78,7664,3.2443
"Thursday, September 29, 2016",153,11713,3166,56,3195.98,57.07,1.01,10339,3.235
"Wednesday, September 28, 2016",153,10524,3128,56,2529.46,45.17,0.81,8200,3.2418
"Tuesday, September 27, 2016",186,10290,3242,59,3823.47,64.8,1.18,12341,3.2277
"Monday, September 26, 2016",160,10254,3329,51,2109.22,41.36,0.63,6840,3.2429
"Sunday, September 25, 2016",165,10650,3196,66,2082.33,31.55,0.65,6672,3.2041
"Saturday, September 24, 2016",178,10804,3121,50,2041.76,40.84,0.65,6542,3.2041
"Friday, September 23, 2016",201,9787,3049,58,3280.8,56.57,1.08,10512,3.2041
"Thursday, September 22, 2016",187,9595,2841,58,2637.5,45.47,0.93,8435,3.1981
"Wednesday, September 21, 2016",127,9356,2958,44,1489.36,33.85,0.5,4827,3.241
"Tuesday, September 20, 2016",131,9800,3163,48,2060.59,42.93,0.65,6720,3.2612
"Monday, September 19, 2016",130,10134,3247,59,1459.04,24.73,0.45,4762,3.2638
"Sunday, September 18, 2016",171,10542,3097,67,2004.07,29.91,0.65,6604,3.2953
"Saturday, September 17, 2016",210,10607,3038,73,2990.32,40.96,0.98,9854,3.2953
"Friday, September 16, 2016",178,10163,3058,43,2403.12,55.89,0.79,7919,3.2953
"Thursday, September 15, 2016",173,10326,3137,40,2289.66,57.24,0.73,7617,3.3267
"Wednesday, September 14, 2016",166,10177,2747,50,2736.7,54.73,1.0,9050,3.3069
"Tuesday, September 13, 2016",176,10436,2990,40,2217.37,55.43,0.74,7257,3.2728
"Monday, September 12, 2016",214,10103,3201,55,2807.77,51.05,0.88,9237,3.2898
"Sunday, September 11, 2016",199,10120,3149,56,1642.78,29.34,0.52,5329,3.2439
"Saturday, September 10, 2016",263,10146,3108,60,3359.84,56.0,1.08,10899,3.2439
"Friday, September 09, 2016",308,10344,3188,47,3909.8,83.19,1.23,12683,3.2439
"Thursday, September 08, 2016",263,11015,3281,65,3219.06,49.52,0.98,10254,3.1854
"Wednesday, September 07, 2016",144,10702,3201,63,2048.96,32.52,0.64,6554,3.1987
"Tuesday, September 06, 2016",167,10626,3197,72,2332.82,32.4,0.73,7619,3.266
"Monday, September 05, 2016",167,10064,3395,55,2432.54,44.23,0.72,7906,3.2501
"Sunday, September 04, 2016",208,10214,3563,67,2258.9,33.71,0.63,7376,3.2653
"Saturday, September 03, 2016",207,10279,3508,55,2804.64,50.99,0.8,9158,3.2653
"Friday, September 02, 2016",203,9961,3382,71,3095.27,43.6,0.92,10107,3.2653
"Thursday, September 01, 2016",204,9733,3183,59,2815.73,47.72,0.88,9101,3.2322
"Wednesday, August 31, 2016",143,9915,3103,55,2028.81,36.89,0.65,6564,3.2354
"Tuesday, August 30, 2016",149,10177,3341,65,2116.55,32.56,0.63,6821,3.2227
"Monday, August 29, 2016",145,10709,3488,57,2254.98,39.56,0.65,7411,3.2865
"Sunday, August 28, 2016",138,11321,3492,75,2020.32,26.94,0.58,6521,3.2277
"Saturday, August 27, 2016",167,10778,3439,72,2043.25,28.38,0.59,6595,3.2277
"Friday, August 26, 2016",151,10306,3215,74,2042.01,27.59,0.64,6591,3.2277
"Thursday, August 25, 2016",137,10289,3183,70,2066.13,29.52,0.65,6655,3.221
"Wednesday, August 24, 2016",137,9697,3161,52,1981.77,38.11,0.63,6413,3.236
"Tuesday, August 23, 2016",157,9945,3262,65,2691.83,41.41,0.83,8581,3.1878
"Monday, August 22, 2016",144,9882,3383,51,2231.11,43.75,0.66,7171,3.2141
"Sunday, August 21, 2016",164,10237,3546,79,1847.25,23.38,0.52,5979,3.2367
"Saturday, August 20, 2016",179,10500,3404,77,3006.15,39.04,0.88,9730,3.2367
"Friday, August 19, 2016",164,10112,3343,78,2284.12,29.28,0.68,7393,3.2367
"Thursday, August 18, 2016",164,10252,3123,73,3017.97,41.34,0.97,9726,3.2227
"Wednesday, August 17, 2016",135,8894,3171,57,1546.5,27.13,0.49,4970,3.2137
"Tuesday, August 16, 2016",158,9875,3267,50,2237.46,44.75,0.68,7080,3.1643
"Monday, August 15, 2016",135,10144,3296,69,1613.18,23.38,0.49,5117,3.172
"Sunday, August 14, 2016",146,10427,3364,88,1851.07,21.03,0.55,5854,3.1625
"Saturday, August 13, 2016",200,11381,3363,82,3643.64,44.43,1.08,11523,3.1625
"Friday, August 12, 2016",198,11487,3293,76,3644.27,47.95,1.11,11525,3.1625
"Thursday, August 11, 2016",175,10829,3016,58,3573.38,61.61,1.18,11264,3.1522
"Wednesday, August 10, 2016",145,9882,3258,69,2295.37,33.27,0.7,7165,3.1215
"Tuesday, August 09, 2016",148,10252,3438,208,2308.52,11.1,0.67,7303,3.1635
"Monday, August 08, 2016",174,10510,3590,59,2226.59,37.74,0.62,7077,3.1784
"Sunday, August 07, 2016",184,10623,3702,78,2070.27,26.54,0.56,6588,3.1822
"Saturday, August 06, 2016",205,10861,3580,78,3133.05,40.17,0.88,9970,3.1822
"Friday, August 05, 2016",197,11446,3588,52,3394.51,65.28,0.95,10802,3.1822
"Thursday, August 04, 2016",273,12200,3830,56,5076.63,90.65,1.33,16363,3.2232
"Wednesday, August 03, 2016",148,11384,2904,61,2823.09,46.28,0.97,9227,3.2684
"Tuesday, August 02, 2016",182,12410,3367,82,2950.42,35.98,0.88,9634,3.2653
"Monday, August 01, 2016",128,11243,3344,68,2402.82,35.34,0.72,7826,3.257
"Sunday, July 31, 2016",164,11234,3194,66,2169.08,32.86,0.68,7120,3.2825
"Saturday, July 30, 2016",193,12301,3166,94,2929.47,31.16,0.93,9616,3.2825
"Friday, July 29, 2016",178,12316,3197,61,2708.61,44.4,0.85,8891,3.2825
"Thursday, July 28, 2016",191,12163,3394,88,3125.11,35.51,0.92,10231,3.2738
"Wednesday, July 27, 2016",204,11726,3418,80,3250.42,40.63,0.95,10663,3.2805
"Tuesday, July 26, 2016",121,12208,3432,91,1414.55,15.54,0.41,4641,3.2809
"Monday, July 25, 2016",124,13162,3646,87,1766.84,20.31,0.48,5753,3.2561
"Sunday, July 24, 2016",139,13774,3431,100,1756.73,17.57,0.51,5764,3.2811
"Saturday, July 23, 2016",144,13195,3784,89,1992.32,22.39,0.53,6537,3.2811
"Friday, July 22, 2016",170,13009,3903,86,1985.01,23.08,0.51,6513,3.2811
"Thursday, July 21, 2016",162,13834,4036,77,2352.87,30.56,0.58,7648,3.2505
"Wednesday, July 20, 2016",168,12847,3990,86,2482.75,28.87,0.62,8062,3.2472
"Tuesday, July 19, 2016",262,13254,4118,111,4738.48,42.69,1.15,15492,3.2694
"Monday, July 18, 2016",166,13135,4203,104,1875.1,18.03,0.45,6101,3.2537
"Sunday, July 17, 2016",167,13573,3871,87,1817.93,20.9,0.47,5919,3.2559
"Saturday, July 16, 2016",186,13506,3661,113,2968.46,26.27,0.81,9665,3.2559
"Friday, July 15, 2016",174,12773,3626,133,2137.35,16.07,0.59,6959,3.2559
"Thursday, July 14, 2016",170,12913,3850,78,2690.46,34.49,0.7,8691,3.2303
"Wednesday, July 13, 2016",131,12689,3870,69,1676.42,24.3,0.43,5529,3.2981
"Tuesday, July 12, 2016",199,13245,3811,99,2182.83,22.05,0.57,7166,3.2829
"Monday, July 11, 2016",233,12866,3857,103,2139.52,20.77,0.55,7097,3.3171
"Sunday, July 10, 2016",266,12025,3705,86,1918.73,22.31,0.52,6403,3.3371
"Saturday, July 09, 2016",286,12488,3523,112,2490.49,22.24,0.71,8311,3.3371
"Friday, July 08, 2016",297,11690,3058,81,2650.21,32.72,0.87,8844,3.3371
"Thursday, July 07, 2016",272,11193,3103,73,3103.49,42.51,1.0,10334,3.3298
"Wednesday, July 06, 2016",124,9322,1439,46,546.43,11.88,0.38,1816,3.3234
"Tuesday, July 05, 2016",142,10076,1492,57,735.27,12.9,0.49,2418,3.2886
"Monday, July 04, 2016",161,10188,1585,72,804.28,11.17,0.51,2609,3.2439
"Sunday, July 03, 2016",211,10039,1540,46,1342.59,29.19,0.87,4321,3.2184
"Saturday, July 02, 2016",296,10048,1557,76,1757.08,23.12,1.13,5655,3.2184
"Friday, July 01, 2016",293,9518,1618,60,1902.19,31.7,1.18,6122,3.2184
"Thursday, June 30, 2016",120,9837,1593,57,1517.24,26.62,0.95,4906,3.2335
"Wednesday, June 29, 2016",91,10177,1707,187,2142.94,11.46,1.26,6998,3.2656
"Tuesday, June 28, 2016",55,10818,1921,79,624.78,7.91,0.33,2098,3.358
"Monday, June 27, 2016",[],[],[],[],503.63,[],[],1714,3.4033
"Sunday, June 26, 2016",[],[],[],[],1445.23,[],[],4971,3.4396
"Saturday, June 25, 2016",235,10552,2993,101,2534.31,25.09,0.85,8717,3.4396
"Friday, June 24, 2016",253,10584,2971,89,2357.83,26.49,0.79,8110,3.4396
"Thursday, June 23, 2016",153,10363,3111,83,2226.33,26.82,0.72,7462,3.3517
"Wednesday, June 22, 2016",147,9923,3037,64,1486.98,23.23,0.49,5055,3.3995
"Tuesday, June 21, 2016",192,10390,3264,78,2979.06,38.19,0.91,10032,3.3675
"Monday, June 20, 2016",189,11253,3291,91,2680.4,29.45,0.81,9056,3.3786
